Proveedor,Texto breve material,Material,CATEGORIA,CEDIS MOTOS,Centro,SUCURSAL,TIPO DE SUCURSAL,Año,Mes,Día,Suma de Cantidad
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, NARANJA",109523003,STREET,CEDIS MID,3007,MACROPAY PLAYA DEL C. AMERICAS L7,CELULAR,2026,febrero,28,1
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, NARANJA",109523003,STREET,CEDIS MID,3007,MACROPAY PLAYA DEL C. AMERICAS L7,CELULAR,2026,marzo,6,0
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, NARANJA",109523003,STREET,CEDIS TAB PXGL,1546,MACROPAY CINTALAPA AV CENTRAL,CELULAR,2026,julio,19,1
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, NARANJA",109523003,STREET,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,MOTOS,2026,abril,20,1
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, NARANJA",109523003,STREET,VENTA DINAMO,1142,MACROPAY SALINA CRUZ PABELLON L5,CELULAR,2026,marzo,31,1
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, ROJO",109523001,STREET,CEDIS CDMX,1366,MACROPAY APAN REFORMA,CELULAR,2026,agosto,11,1
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, ROJO",109523001,STREET,CEDIS CDMX,1371,MACROPAY OAX MINA L318,CELULAR,2026,abril,24,1
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, ROJO",109523001,STREET,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,MOTOS,2026,agosto,2,1
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, ROJO",109523001,STREET,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,PLUS,2026,marzo,28,1
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, ROJO",109523001,STREET,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,PLUS,2026,junio,20,1
DINAMO,"MOTO DINAMO SPEED FIRE SPDF 250CC, ROJO",109523001,STREET,VENTA DINAMO,1145,MACROPAY IXTEPEC 16 DE SEPTIEMBRE,CELULAR,2026,julio,7,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1208,MACROPAY APIZACO ANTIGUA ESTACION,CELULAR,2026,abril,19,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1475,MACROPAY ZUMPANGO FEDERICO GOMEZ,CELULAR,2026,julio,21,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1479,MACROPAY EMILIANO ZAPATA CHEDRAUI LD08,CELULAR,2026,marzo,22,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,PLUS,2026,abril,26,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1774,MACROPAY TEXMELUCAN CENTRO 2,PLUS,2026,enero,17,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1831,MACROPAY TUXPAN CENTRO JUAREZ,PLUS,2026,julio,28,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,PLUS,2026,enero,22,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,PLUS,2026,enero,24,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,PLUS,2026,febrero,7,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,PLUS,2026,marzo,1,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CDMX,1906,MACROPAY CIUDAD CARDEL CENTRO,PLUS,2026,febrero,5,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CULIACAN,1825,MACROPAY CULIACAN PASEO SAN ISIDRO L42,CELULAR,2026,abril,10,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,marzo,28,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,junio,1,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS GDL,1517,MACROPAY ZAPOTLANEJO PORFIRIO DIAZ,CELULAR,2026,enero,4,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS SALTILLO,1874,MACROPAY MTY CENTRO SANTIAGO TAPIA,CELULAR,2026,julio,17,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS SAN LUIS,1912,SAN LUIS POTOSI FUNDADORES,PLUS,2026,marzo,22,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1105,MACROPAY COMITAN SUR ORIENTE,CELULAR,2026,abril,1,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1146,MACROPAY JUCHITAN 16 DE SEPTIEMBRE,PLUS,2026,enero,29,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1174,MACROPAY OCOZOCOAUTLA 1 NORTE,CELULAR,2026,julio,29,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1184,MACROPAY HUIXTLA ZARAGOZA,CELULAR,2026,enero,5,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1205,MACROPAY CATEMACO MADERO,CELULAR,2026,agosto,5,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1209,MACROPAY ANGEL R LIBERTAD,CELULAR,2026,abril,8,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1209,MACROPAY ANGEL R LIBERTAD,CELULAR,2026,mayo,6,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1604,MACROPAY OCOZOCOAUTLA PLAZA COITA L13,CELULAR,2026,abril,10,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1644,MACROPAY TUXTEPEC 20 DE NOV MERCADO,CELULAR,2026,febrero,8,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1644,MACROPAY TUXTEPEC 20 DE NOV MERCADO,CELULAR,2026,marzo,29,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1819,MACROPAY PARAISO CENTRO,PLUS,2026,abril,27,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,MOTOS,2026,marzo,20,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,CEDIS TAB PXGL,1901,MACROPAY MACUSPANA MOTOS,MOTOS,2026,marzo,30,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,SIN VENTA MOTOS,1408,MACROPAY TLAJOMULCO CHEDRAUI,CELULAR,2026,mayo,23,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,VENTA DINAMO,1141,MACROPAY SALINA CRUZ MAZATLAN,CELULAR,2026,marzo,29,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,VENTA DINAMO,1411,MACROPAY CHAHUITES 16 DE SEPTIEMBRE,CELULAR,2026,abril,3,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,VENTA DINAMO,1411,MACROPAY CHAHUITES 16 DE SEPTIEMBRE,CELULAR,2026,junio,2,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,VENTA DINAMO,1544,MACROPAY SALINA CRUZ 5 DE MAYO,CELULAR,2026,marzo,9,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,VENTA DINAMO,1553,MACROPAY UNION HIDALGO VICTORIA,CELULAR,2026,marzo,18,1
DINAMO,"MOTO DINAMO U2 150CC, AZUL",109118002,TRABAJO,VENTA DINAMO,1553,MACROPAY UNION HIDALGO VICTORIA,CELULAR,2026,junio,22,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CDMX,1232,MACROPAY SAN G CUAUHTLA CARRETERA,CELULAR,2026,agosto,3,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,PLUS,2026,junio,10,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CDMX,1739,MACROPAY MOR PUENTE DE IXTLA,CELULAR,2026,febrero,24,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CDMX,1831,MACROPAY TUXPAN CENTRO JUAREZ,PLUS,2026,abril,22,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CDMX,1870,MACROPAY ALAMO CENTRO,PLUS,2026,marzo,31,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,PLUS,2026,marzo,7,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CDMX,1906,MACROPAY CIUDAD CARDEL CENTRO,PLUS,2026,marzo,15,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CULIACAN,1818,MACROPAY CULIACAN PABELLON LCA 2,CELULAR,2026,marzo,10,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,abril,17,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,abril,19,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,junio,15,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,junio,20,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,agosto,12,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS MID,1621,MACROPAY CUN CRUCERO,CELULAR,2026,mayo,6,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,MOTOS,2026,enero,30,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,PLUS,2026,abril,26,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,PLUS,2026,abril,8,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,PLUS,2026,mayo,9,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS MID,2013,MACROPAY CUN MULTIPLAZA KABAH 14,CELULAR,2026,abril,11,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS SALTILLO,1525,MACROPAY ESCOBEDO MI TIENDA L16E,CELULAR,2026,abril,5,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS SALTILLO,1525,MACROPAY ESCOBEDO MI TIENDA L16E,CELULAR,2026,mayo,26,-1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS SALTILLO,1525,MACROPAY ESCOBEDO MI TIENDA L16E,CELULAR,2026,junio,2,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS TAB PXGL,1146,MACROPAY JUCHITAN 16 DE SEPTIEMBRE,PLUS,2026,enero,3,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS TAB PXGL,1146,MACROPAY JUCHITAN 16 DE SEPTIEMBRE,PLUS,2026,marzo,6,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS TAB PXGL,1146,MACROPAY JUCHITAN 16 DE SEPTIEMBRE,PLUS,2026,agosto,7,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS TAB PXGL,1177,MACROPAY TUX CALLE SEGUNDA,CELULAR,2026,abril,13,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS TAB PXGL,1209,MACROPAY ANGEL R LIBERTAD,CELULAR,2026,junio,19,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS TAB PXGL,1610,MACROPAY VER LAS CHOAPAS PLAN DE AYALA,CELULAR,2026,marzo,11,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS TAB PXGL,1771,MACROPAY TIERRA BLANCA CENTRO,CELULAR,2026,enero,29,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS TAB PXGL,1771,MACROPAY TIERRA BLANCA CENTRO,CELULAR,2026,agosto,16,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,MOTOS,2026,marzo,4,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,VENTA DINAMO,1141,MACROPAY SALINA CRUZ MAZATLAN,CELULAR,2026,abril,15,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,VENTA DINAMO,1141,MACROPAY SALINA CRUZ MAZATLAN,CELULAR,2026,mayo,26,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,VENTA DINAMO,1142,MACROPAY SALINA CRUZ PABELLON L5,CELULAR,2026,julio,8,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,VENTA DINAMO,1145,MACROPAY IXTEPEC 16 DE SEPTIEMBRE,CELULAR,2026,marzo,12,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,VENTA DINAMO,1199,MACROPAY COZUMEL FIESTA L 2A,CELULAR,2026,febrero,4,1
DINAMO,"MOTO DINAMO U2 150CC, PLATA",109118003,TRABAJO,VENTA DINAMO,1267,MACROPAY IXHUATAN LIBERTAD,CELULAR,2026,mayo,29,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CDMX,1459,MACROPAY CALPULALPAN GARCIA YAÑEZ,CELULAR,2026,febrero,4,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CDMX,1570,MACROPAY TEXCOCO SORIANA AEROPUERTO L1,CELULAR,2026,mayo,25,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CDMX,1831,MACROPAY TUXPAN CENTRO JUAREZ,PLUS,2026,febrero,12,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CDMX,1847,MACROPAY ATLIXCO MOTOS 3 SUR,MOTOS,2026,febrero,22,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,PLUS,2026,marzo,12,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CULIACAN,1833,MACROPAY CULIACAN PLAZA FIESTA L22B,CELULAR,2026,abril,20,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,marzo,8,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,abril,2,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,mayo,19,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,junio,30,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS GDL,1517,MACROPAY ZAPOTLANEJO PORFIRIO DIAZ,CELULAR,2026,marzo,7,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS MID,1036,MACROPAY CHT HEROES 109,CELULAR,2026,marzo,24,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS MID,1059,MACROPAY HUNUCMA CALLE 29,CELULAR,2026,mayo,15,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS MID,1087,MACROPAY HUNUCMA CALLE 27,CELULAR,2026,enero,29,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS MID,3007,MACROPAY PLAYA DEL C. AMERICAS L7,CELULAR,2026,mayo,10,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS SALTILLO,1560,MACROPAY MTY CENTRO CUAUHTEMOC L131,CELULAR,2026,abril,11,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS SALTILLO,1619,MACROPAY NL SALINAS VICTORIA CENTRO,CELULAR,2026,enero,31,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS SALTILLO,1619,MACROPAY NL SALINAS VICTORIA CENTRO,CELULAR,2026,agosto,8,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS SALTILLO,1925,MACROPAY CHIHUAHUA SENDERO LF12,PLUS,2026,marzo,7,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS SALTILLO,1925,MACROPAY CHIHUAHUA SENDERO LF12,PLUS,2026,mayo,1,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS SALTILLO,1925,MACROPAY CHIHUAHUA SENDERO LF12,PLUS,2026,junio,16,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS SAN LUIS,1753,MACROPAY TAMPICO CENTRO ADUANA,PLUS,2026,abril,9,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1062,MACROPAY TUX 5TA SUR ORIENTE,CELULAR,2026,abril,30,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1124,MACROPAY TEAPA GREGORIO,CELULAR,2026,junio,8,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1177,MACROPAY TUX CALLE SEGUNDA,CELULAR,2026,marzo,10,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1187,MACROPAY ARRIAGA CENTRAL SUR,CELULAR,2026,marzo,15,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1193,MACROPAY MOTOZINTLA LAS CANOAS,CELULAR,2026,abril,16,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1200,MACROPAY LERDO DE TEJADA ENRIQUEZ,CELULAR,2026,mayo,17,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1263,MACROPAY MATIAS ROMERO 16 SEPT,CELULAR,2026,marzo,30,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1276,MACROPAY PICHUCALCO ZARAGOZA,CELULAR,2026,junio,10,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1460,MACROPAY VILLAFLORES LAS FLORES L4-5,CELULAR,2026,mayo,1,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1580,MACROPAY CHI TONALA AV HIDALGO,CELULAR,2026,enero,28,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1580,MACROPAY CHI TONALA AV HIDALGO,CELULAR,2026,agosto,1,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1644,MACROPAY TUXTEPEC 20 DE NOV MERCADO,CELULAR,2026,junio,20,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1811,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,MOTOS,2026,marzo,4,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,CEDIS TAB PXGL,1811,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,MOTOS,2026,junio,3,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,SIN VENTA MOTOS,1271,MACROPAY TUXTEPEC MULTIPLAZA L54,CELULAR,2026,febrero,2,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,SIN VENTA MOTOS,1271,MACROPAY TUXTEPEC MULTIPLAZA L54,CELULAR,2026,marzo,24,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,VENTA DINAMO,1141,MACROPAY SALINA CRUZ MAZATLAN,CELULAR,2026,junio,27,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,VENTA DINAMO,1147,MACROPAY TEHUANTEPEC HIDALGO,CELULAR,2026,mayo,31,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,VENTA DINAMO,1411,MACROPAY CHAHUITES 16 DE SEPTIEMBRE,CELULAR,2026,febrero,28,1
DINAMO,"MOTO DINAMO U2 150CC, ROJO",109118001,TRABAJO,VENTA DINAMO,1553,MACROPAY UNION HIDALGO VICTORIA,CELULAR,2026,marzo,24,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS CDMX,1179,MACROPAY AMOZOC GRAN BODEGA,CELULAR,2026,agosto,4,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS CDMX,1237,MACROPAY PACHUCA EXPLANADA RF35,CELULAR,2026,mayo,17,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS CDMX,1572,MACROPAY ACAJETE CARRETERA NACIONAL,CELULAR,2026,febrero,28,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS CDMX,1777,MACROPAY ZAACHILA CENTRO,CELULAR,2026,febrero,6,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS CDMX,1831,MACROPAY TUXPAN CENTRO JUAREZ,PLUS,2026,junio,2,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS CDMX,1870,MACROPAY ALAMO CENTRO,PLUS,2026,marzo,29,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS CULIACAN,1825,MACROPAY CULIACAN PASEO SAN ISIDRO L42,CELULAR,2026,julio,11,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS CULIACAN,1825,MACROPAY CULIACAN PASEO SAN ISIDRO L42,CELULAR,2026,agosto,3,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,PLUS,2026,marzo,8,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS MID,1011,MACROPAY MID PLAZA DORADA HUACHO,CELULAR,2026,marzo,22,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS MID,1038,MACROPAY PROGRESO XCARET,CELULAR,2026,marzo,10,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS MID,1797,MACROPAY ESCARCEGA J SIERRA MOTOS,MOTOS,2026,abril,19,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,PLUS,2026,marzo,18,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,PLUS,2026,enero,10,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS SALTILLO,1499,MACROPAY RAMOS ARIZPE PLAZA BELLA LL004,CELULAR,2026,enero,5,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS SALTILLO,1923,MACROPAY SALTILLO SENDERO SUR LE7-9,PLUS,2026,enero,10,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS SALTILLO,1925,MACROPAY CHIHUAHUA SENDERO LF12,PLUS,2026,marzo,27,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS SAN LUIS,1753,MACROPAY TAMPICO CENTRO ADUANA,PLUS,2026,mayo,27,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS SAN LUIS,1857,MACROPAY AGUASCALIENTES V ASUNCION,PLUS,2026,marzo,19,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS TAB PXGL,1062,MACROPAY TUX 5TA SUR ORIENTE,CELULAR,2026,enero,8,1
DINAMO,"MOTO DINAMO U5 150CC, AZUL",108691002,TRABAJO,CEDIS TAB PXGL,1106,MACROPAY SAN CRISTOBAL D LAS CASA 22,CELULAR,2026,mayo,31,1
