Proveedor,Texto breve material,Material,CATEGORIA,CEDIS MOTOS,Centro,SUCURSAL,TIPO DE SUCURSAL,Año,Mes,Día,Suma de Cantidad
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS CDMX,1139,MACROPAY CORDOBA AV 6,CELULAR,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS CDMX,1159,MACROPAY TEXMELUCAN GRAN PLAZA L9,CELULAR,2026,agosto,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS CDMX,1297,MACROPAY TEOTIHUACAN PLAZA JUAREZ 15,CELULAR,2026,agosto,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS CDMX,1400,MACROPAY TLALNEPANTLA ENCUENTRO L29,CELULAR,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS CDMX,1413,MACROPAY PACHUCA JOSE MARIA MORELOS,CELULAR,2026,agosto,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,PLUS,2026,junio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,MOTOS,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS CDMX,1869,MACROPAY JIUTEPEC CUAUHNAHUAC,PLUS,2026,julio,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,PLUS,2026,julio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS GDL,1763,MACROPAY MANZANILLO CENTRO AV MEXICO,CELULAR,2026,agosto,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS GDL,1832,MACROPAY APATZINGAN CENTRO ANDRADE,PLUS,2026,agosto,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS MID,1015,MACROPAY MID EULOGIO,CELULAR,2026,julio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS MID,1036,MACROPAY CHT HEROES 109,CELULAR,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,MOTOS,2026,junio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,MOTOS,2026,agosto,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS MID,1390,MACROPAY MID KUKULCAN L03,CELULAR,2026,agosto,3,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS MID,1454,MACROPAY KANASIN CALLE 21,PLUS,2026,julio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,PLUS,2026,junio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,PLUS,2026,junio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS MID,3007,MACROPAY PLAYA DEL C. AMERICAS L7,CELULAR,2026,julio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS SALTILLO,1585,MACROPAY CADEREYTA SORIANA LD5,CELULAR,2026,julio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS SALTILLO,1585,MACROPAY CADEREYTA SORIANA LD5,CELULAR,2026,agosto,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS SAN LUIS,1753,MACROPAY TAMPICO CENTRO ADUANA,PLUS,2026,julio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS SAN LUIS,1857,MACROPAY AGUASCALIENTES V ASUNCION,PLUS,2026,julio,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1114,MACROPAY PARAISO OCAMPO,CELULAR,2026,junio,5,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1134,MACROPAY TUXTEPEC 20 DE NOV,PLUS,2026,julio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1144,MACROPAY JUCHITAN VALENTIN C,CELULAR,2026,agosto,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1157,MACROPAY VILLA PINO SUAREZ,CELULAR,2026,agosto,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1177,MACROPAY TUX CALLE SEGUNDA,CELULAR,2026,junio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1188,MACROPAY EMILIANO ZAPATA CORREGIDORA,CELULAR,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,CELULAR,2026,julio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1218,MACROPAY COMALCALCO REFORMA,CELULAR,2026,junio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1218,MACROPAY COMALCALCO REFORMA,CELULAR,2026,junio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1428,MACROPAY CHEDRAUI MACUSPANA L6,CELULAR,2026,agosto,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1429,MACROPAY COATZACOALCOS JUAREZ,CELULAR,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1613,MACROPAY TUXTLA TERAN 2 ORIENTE,CELULAR,2026,junio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,PLUS,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1819,MACROPAY PARAISO CENTRO,PLUS,2026,agosto,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,STREET,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,MOTOS,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,CELULAR,2026,mayo,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1204,MACROPAY ORIZABA MADERO,CELULAR,2026,julio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1239,MACROPAY ACTOPAN ESCOBEDO,CELULAR,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1264,MACROPAY IZUCAR DE MATAMOROS GUERRERO,CELULAR,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1274,MACROPAY CIUDAD CARDEL AZUETA,CELULAR,2026,agosto,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,PLUS,2026,junio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,PLUS,2026,agosto,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1308,MACROPAY ZINACANTEPEC PLAZA MÍA L15,CELULAR,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1456,MACROPAY PINOTEPA LAS FLORES L1,CELULAR,2026,agosto,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1458,MACROPAY NEZA CHEDRAUI ESTADIO,CELULAR,2026,junio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1710,MACROPAY CUAUTLA CAPITAN M ANZUREZ 93B,PLUS,2026,agosto,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,PLUS,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,MOTOS,2026,mayo,29,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1755,MACROPAY TLALNEPANTLA MULTI ARBOLEDAS,CELULAR,2026,julio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1787,MACROPAY MEXICALTZINGO NARCISO MENDOZA,CELULAR,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1830,MACROPAY TECAMAC MACROPLAZA LF14,PLUS,2026,agosto,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1847,MACROPAY ATLIXCO MOTOS 3 SUR,MOTOS,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1866,MACROPAY ATIZAPAN VILLAS HACIENDA,CELULAR,2026,agosto,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,PLUS,2026,mayo,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS CDMX,1895,PUEBLA 18 PONIENTE,PLUS,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS GDL,1763,MACROPAY MANZANILLO CENTRO AV MEXICO,CELULAR,2026,julio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,PLUS,2026,agosto,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1015,MACROPAY MID EULOGIO,CELULAR,2026,agosto,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1016,MACROPAY MID MICHOACANA,CELULAR,2026,mayo,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1029,MACROPAY CHT MULTIPLAZA CHEDRAUI,CELULAR,2026,julio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1029,MACROPAY CHT MULTIPLAZA CHEDRAUI,CELULAR,2026,agosto,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1036,MACROPAY CHT HEROES 109,CELULAR,2026,agosto,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1037,MACROPAY CUN TALLERES,CELULAR,2026,junio,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1065,MACROPAY CUN MALL 1,CELULAR,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1069,MACROPAY MID EMILIO SEIJO,PLUS,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,MOTOS,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1111,MACROPAY ESCARCEGA JUSTO SIERRA,CELULAR,2026,julio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1220,MACROPAY CAMPECHE CALLE 16,CELULAR,2026,julio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1454,MACROPAY KANASIN CALLE 21,PLUS,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,MOTOS,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1754,MACROPAY CAMPECHE CALLE 53 CATEDRAL,CELULAR,2026,agosto,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1797,MACROPAY ESCARCEGA J SIERRA MOTOS,MOTOS,2026,julio,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,PLUS,2026,junio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,PLUS,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,PLUS,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,MOTOS,2026,julio,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS SALTILLO,1898,MACROPAY MATAMOROS CHED DEL NIÑO,CELULAR,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS SALTILLO,1924,MACROPAY STA CATARINA SENDERO LC08,PLUS,2026,agosto,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS SAN LUIS,1416,MACROPAY IRAPUATO CIBELES L100,CELULAR,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS SAN LUIS,1530,MACROPAY IRAPUATO FRAGARIA LB05,CELULAR,2026,agosto,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS SAN LUIS,1788,MACROPAY SLP CENTRO PIPILA,PLUS,2026,julio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS SAN LUIS,1837,MACROPAY SOLEDAD DE GRACIANO CENTRO,PLUS,2026,agosto,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,PLUS,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1134,MACROPAY TUXTEPEC 20 DE NOV,PLUS,2026,julio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1134,MACROPAY TUXTEPEC 20 DE NOV,PLUS,2026,agosto,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,CELULAR,2026,junio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,CELULAR,2026,junio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1613,MACROPAY TUXTLA TERAN 2 ORIENTE,CELULAR,2026,junio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,PLUS,2026,junio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1819,MACROPAY PARAISO CENTRO,PLUS,2026,agosto,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1827,MACROPAY MINATITLAN MIGUEL HID MOTOS,MOTOS,2026,julio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1827,MACROPAY MINATITLAN MIGUEL HID MOTOS,MOTOS,2026,agosto,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1860,MACROPAY JUAN RODRIGUEZ VER CENTRO,PLUS,2026,agosto,3,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,MOTOS,2026,julio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,MOTOS,2026,julio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,STREET,SIN VENTA MOTOS,1271,MACROPAY TUXTEPEC MULTIPLAZA L54,CELULAR,2026,julio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,CELULAR,2026,junio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1204,MACROPAY ORIZABA MADERO,CELULAR,2026,julio,24,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1275,MACROPAY ATLIXCO MORALEDA,CELULAR,2026,junio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1275,MACROPAY ATLIXCO MORALEDA,CELULAR,2026,julio,15,0
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1292,MACROPAY TLAXIACA NIÑOS HEROES,CELULAR,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1295,MACROPAY TLALNE MULTI VALLE DORADO L25A,CELULAR,2026,julio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,PLUS,2026,junio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,PLUS,2026,agosto,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,PLUS,2026,agosto,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1302,MACROPAY CUAU CENTELLA L37,CELULAR,2026,agosto,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1303,MACROPAY CUAU CENTRO SAN MIGUEL L15,CELULAR,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1362,MACROPAY COACALCO POWER CENTER,CELULAR,2026,agosto,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1393,MACROPAY MIAHUATLAN BASILIO ROJAS,CELULAR,2026,agosto,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1406,MACROPAY NEZAHUALCOYOTL SORIANA L15,CELULAR,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1426,MACROPAY TIZAYUCA HIMNO NACIONAL,PLUS,2026,agosto,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1458,MACROPAY NEZA CHEDRAUI ESTADIO,CELULAR,2026,agosto,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1528,MACROPAY CUERNA CHEDRAUI FLORES MAGON L7,CELULAR,2026,julio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1533,MACROPAY CUAU SORIANA TEPALCAPA L1,CELULAR,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1591,MACROPAY EDO MEX TREN SUB TULTITLAN L48,CELULAR,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1611,MACROPAY PLAZA COACALCO CHEDRAUI L1,CELULAR,2026,agosto,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1697,MACROPAY XOCHIMILCO,CELULAR,2026,julio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,MOTOS,2026,agosto,5,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1769,MACROPAY HUAMANTLA MORELOS PTE,PLUS,2026,julio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1774,MACROPAY TEXMELUCAN CENTRO 2,PLUS,2026,junio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1779,MACROPAY HUAJUAPAN CENTRO,PLUS,2026,mayo,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1783,MACROPAY LOS REYES CENTRO TEPOZAN LC24,PLUS,2026,junio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1813,MACROPAY ZUMPANGO AV INSURGENTES,PLUS,2026,agosto,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1830,MACROPAY TECAMAC MACROPLAZA LF14,PLUS,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1866,MACROPAY ATIZAPAN VILLAS HACIENDA,CELULAR,2026,julio,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1866,MACROPAY ATIZAPAN VILLAS HACIENDA,CELULAR,2026,agosto,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,PLUS,2026,agosto,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,PLUS,2026,agosto,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1885,CENTRO LAGO DE GUADALUPE EDOMEX,CELULAR,2026,agosto,5,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1896,PORTAL LOMAS ESTRELLA CDMX,CELULAR,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CDMX,1929,TECPAN DE GALEANA CENTRO,PLUS,2026,mayo,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS CULIACAN,1730,MACROPAY LA PAZ 16 DE SEPTIEMBRE,CELULAR,2026,agosto,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS GDL,1536,MACROPAY GDL FIESTA ARBOLEDAS L1,CELULAR,2026,julio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS GDL,1804,MACROPAY LA PIEDAD CENTRO,PLUS,2026,agosto,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,PLUS,2026,julio,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,PLUS,2026,julio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,STREET,CEDIS GDL,1834,MACROPAY APATZINGAN CENTRO CATEDRAL,CELULAR,2026,agosto,10,1
