Proveedor,Texto breve material,CATEGORIA,CEDIS MOTOS,SUCURSAL,Centro,Almacén,IMEI/SERIE,Suma de Libre utilización,Suma de Valor libre util.,Suma de Bloqueado,Suma de Valor stock bloq.,Suma de Inspecc.de calidad,Suma de Valor en insp.cal.
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,MD2B54DX0TCK82808,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY TEAPA GREGORIO,1124,10,MD2B54DXXTCK82802,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY TUX MOTOS NOVENA SUR,1875,10,MD2B54DX5TCK82805,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",STREET,CEDIS CDMX,MACROPAY CDMX CHEDRAUI ANFORA L20,1473,10,MD2B54DX2TCA96867,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",STREET,CEDIS CDMX,MACROPAY CIUDAD CARDEL CENTRO,1906,10,MD2B54DX6TCA96838,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",STREET,CEDIS CDMX,MACROPAY LOS REYES CENTRO TEPOZAN LC24,1783,10,MD2B54DX6TCA96869,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",STREET,CEDIS CDMX,MACROPAY VER CENTRO HIDALGO,1883,10,MD2B54DX9TCA96834,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",STREET,CEDIS CDMX,MACROPAY VER CENTRO INDEPENDENCIA,1897,10,MD2B54DX4TCA96840,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",STREET,CEDIS CDMX,MACROPAY ZUMPANGO AV INSURGENTES,1813,10,MD2B54DX6TCA96841,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS CDMX,MACROPAY ECATEPEC PUERTA ARAGON L 21,1726,10,MD2B54DX0TCK80993,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS CDMX,MACROPAY JOJUTLA CENTRO,1854,10,MD2B54DX3TCK81197,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS CULIACAN,MACROPAY CD OBREGON CENTRO,1891,10,MD2B54DX7TCK81042,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS CULIACAN,MACROPAY CULIACAN EXPLANADA L33A,1848,10,MD2B54DX7TCK81039,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS CULIACAN,MACROPAY DURANGO CENTRO B JUAREZ,1864,10,MD2B54DX5TCK81041,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS CULIACAN,MACROPAY GUAYMAS CENTRO 112,1882,10,MD2B54DX3TCK81037,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS CULIACAN,MACROPAY LA PAZ 16 DE SEPTIEMBRE,1730,10,MD2B54DX1TCK81036,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS GDL,MACROPAY APATZINGAN CENTRO ANDRADE,1832,10,MD2B54DX0TCK81254,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS GDL,MACROPAY GDL JESUS GONZALEZ ORTEGA,1520,10,MD2B54DX3TCK81006,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS GDL,MACROPAY GDL MOTOS PASEO ALCALDE,1919,10,MD2B54DX3TCK81250,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS GDL,MACROPAY MORELIA CENTRO SORIANA L 022,1712,10,MD2B54DX0TCK81044,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS SALTILLO,CIUDAD VICTORIA CENTRO,1944,10,MD2B54DXXTCK81035,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",STREET,CEDIS SALTILLO,MACROPAY TORREON CENTRO,1772,10,MD2B54DX4TCK81029,1,$35615.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY ALAMO CENTRO,1870,10,MD2B97FX8TCA80739,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY CDMX PLAZA TEPEYAC L55,1845,10,MD2B97FX3TCA80728,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY CDMX PLAZA TLATELOLCO L N1 18,1720,10,MD2B97FX7TCA80781,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY CDMX VIA MIXHUCA L4,1315,10,MD2B97FX7TCA80733,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY CHALCO CENTRO MORELOS,1718,10,MD2B97FX9TCA80779,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY CHIMALHUACAN PLAZA L48,1301,10,MD2B97FX5TCA80746,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY CHIMALHUACAN PLAZA L48,1301,10,MD2B97FX9TCA80748,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY COACALCO COSMOPOL LE125,1407,10,MD2B97FX4TCA80737,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY CUAUTLA CAPITAN M ANZUREZ 93B,1710,10,MD2B97FXXTCA80788,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY HUAMANTLA MORELOS PTE,1769,10,MD2B97FX2TCA80784,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY IXTAPALUCA PLAZA,1481,10,MD2B97FX2TCA80736,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY NEZAHUALCOYOTL SORIANA L15,1406,10,MD2B97FX4TCA80740,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,1881,10,MD2B97FX0TCA80735,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY PUE REFORMA,1245,10,MD2B97FXXTCA80743,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY TEXMELUCAN GRAN PLAZA L9,1159,10,MD2B97FX5TCA80780,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,MACROPAY ZACATELCO INDEPENDENCIA,1201,10,MD2B97FX8TCA80742,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,PUEBLA 18 PONIENTE,1895,10,MD2B97FX4TCA80785,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,PUEBLA 18 PONIENTE,1895,10,MD2B97FX6TCA80786,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CDMX,TECPAN DE GALEANA CENTRO,1929,10,MD2B97FX1TCA80730,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CULIACAN,MACROPAY CULIACAN EXPLANADA L33A,1848,10,MD2B97FX1TCL91720,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CULIACAN,MACROPAY DURANGO CENTRO B JUAREZ,1864,10,MD2B97FX5TCL91719,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS CULIACAN,MACROPAY HERMOSILLO CENTRO NORIEGA,1911,10,MD2B97FXXTCL91716,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS GDL,COLIMA PLAZA SAN FERNANDO,1947,10,MD2B97FX2TCL91712,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS GDL,MACROPAY APATZINGAN CENTRO ANDRADE,1832,10,MD2B97FX4TCL91744,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS GDL,MACROPAY APATZINGAN CENTRO CATEDRAL,1834,10,MD2B97FX0TCL91711,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS GDL,MACROPAY GDL JUAREZ 665 CENTRO,1464,10,MD2B97FX6TCL91745,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS GDL,MACROPAY GDL PLAZA INDEPENDENCIA L1-5,1435,10,MD2B97FX2TCL91743,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS GDL,MACROPAY URUAPAN CENTRO,1816,10,MD2B97FX1TCL91748,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS GDL,MACROPAY ZAPOTLANEJO PORFIRIO DIAZ,1517,10,MD2B97FX8TCL91746,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS MID,MACROPAY CHT MOTOS OTHON,1738,10,MD2B97FX0TCA80671,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SALTILLO,CIUDAD VICTORIA CENTRO,1944,10,MD2B97FX9TCL91724,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SALTILLO,MACROPAY CADEREYTA SORIANA LD5,1585,10,MD2B97FX2TCL91757,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SALTILLO,MACROPAY MATAMOROS PATIO L25C,1927,10,MD2B97FX4TCL91727,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SALTILLO,MACROPAY SABINAS CENTRO,1938,10,MD2B97FX2TCL91726,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SALTILLO,MACROPAY SAN PEDRO COAHUILA CENTRO,1859,10,MD2B97FX6TCL91759,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SALTILLO,MACROPAY TORREON CENTRO,1772,10,MD2B97FX0TCL91725,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SALTILLO,MACROPAY TORREON CENTRO HIDALGO,1941,10,MD2B97FX4TCL91758,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,MD2B97FX2TCL91810,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,MD2B97FX3TCL91766,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SAN LUIS,MACROPAY FRESNILLO CENTRO,1886,10,MD2B97FX4TCL91761,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SAN LUIS,MACROPAY LEON SORIANA TORRES LANDA L12,1505,10,MD2B97FX6TCL91809,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SAN LUIS,MACROPAY SAN LUIS DE LA PAZ RAYON,1784,10,MD2B97FX6TCL91762,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS SAN LUIS,MACROPAY SOLEDAD DE GRACIANO CENTRO,1837,10,MD2B97FX1TCL91765,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY COATZACOALCOS JUAREZ,1429,10,MD2B97FX8TCA80644,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY COATZACOALCOS JUAREZ MOTOS,1796,10,MD2B97FX5TCA80763,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY JUAN RODRIGUEZ VER CENTRO,1860,10,MD2B97FX4TCA80771,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY JUAN RODRIGUEZ VER CENTRO,1860,10,MD2B97FX9TCA80765,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY MACUSPANA MIGUEL H 332,1094,10,MD2B97FX3TCA80681,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,MD2B97FX1TCA80775,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,MD2B97FX5TCA80777,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,MD2B97FX7TCA80778,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,MD2B97FXXTCA80774,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY PARAISO CENTRO,1819,10,MD2B97FXXTCA80645,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY PICHUCALCO ZARAGOZA,1276,10,MD2B97FX5TCL91672,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",STREET,CEDIS TAB PXGL,MACROPAY TUXTEPEC 20 DE NOV,1134,10,MD2B97FX0TCA80766,1,$47930.34,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, NEGRO",STREET,CEDIS CDMX,MACROPAY NEZAHUALCOYOTL SORIANA L15,1406,10,MD2B97FX4TCM96851,1,$42335.33,0,$0,0,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY CARDENAS PORTALES CENTRO,1802,10,MD2B97FX3TCM96839,1,$42335.33,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,ACATLAN INDEPENDENCIA,1943,10,HZ2TCALR5TZ008990,1,$21699.78,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,ACATLAN INDEPENDENCIA,1943,10,HZ2TCALR7TZ008991,1,$21699.78,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,CE. LOG. PXGL,21,140,HZ2TCALR3TZ008941,1,$22002.42,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,IGUALA PLUS CENTRO,1940,10,HZ2TCALR3TZ013170,1,$22002.42,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY ALAMO CENTRO,1870,10,HZ2TCALR9TZ009723,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY AMECAMECA FRAY M VALENCIA,1717,10,HZ2TCALR2TZ015363,1,$21699.93,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY AMECAMECA FRAY M VALENCIA,1717,10,HZ2TCALRXTZ015367,1,$21699.93,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY AMOZOC 5 ORIENTE,1189,10,HZ2TCALR0TZ012316,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY AMOZOC 5 ORIENTE,1189,10,HZ2TCALR4TZ012187,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY AMOZOC PLAZA ANGELINAS L5,1178,10,HZ2TCALR5TZ012229,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY APAN REFORMA,1366,10,HZ2TCALRXTZ006667,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY ATLACOMULCO MEGA SORIANA L8,1518,10,HZ2TCALR4TZ015364,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY ATLIXCO 3 SUR 318B,1169,10,HZ2TCALR3TZ008888,1,$21904.69,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY ATLIXCO MORALEDA,1275,10,HZ2TCALR9TZ015344,1,$21699.93,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY ATLIXCO MOTOS 3 SUR,1847,10,HZ2TCALR0TZ015359,1,$21699.93,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY BANDERILLA JUAREZ,1202,10,HZ2TCALR8TZ010331,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CALPULALPAN GARCIA YAÑEZ,1459,10,HZ2TCALR2TZ013175,1,$21917.99,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX ARENAL TERRAZAS L15,1332,10,HZ2TCALR9TZ008877,1,$21918.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX CHEDRAUI AJUSCO L34D,1800,10,HZ2TCALR1TZ008954,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX FRESKO IZTAPALAPA L1,1358,10,HZ2TCALR1TZ015290,1,$21699.93,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX PARQUE JARDIN LB05,1558,10,HZ2TCALR1TZ008937,1,$22022.36,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX PARQUE TEPEYAC L204,1780,10,HZ2TCALR0TZ008895,1,$21743.39,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX PASAJE FERRERIA L21B,1329,10,HZ2TCALR7TZ015360,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX PLAZA EXHIBIMEX L16,1403,10,HZ2TCALR8TZ015285,1,$21954.13,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX PLAZA LAS TORRES L G02,1741,10,3SABD1GD3T1000468,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX PLAZA TEPEYAC L55,1845,10,HZ2TCALR9TZ015313,1,$22032.37,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX PLAZA TEPEYAC L55,1845,10,HZ2TCALRXTZ015305,1,$22032.37,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX PLAZA TLATELOLCO L N1 18,1720,10,HZ2TCALRXTZ012601,1,$21725.63,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX SERVIPLAZA EL ROSARIO,1422,10,HZ2TCALR1TZ012275,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX SERVIPLAZA EL ROSARIO,1422,10,HZ2TCALR4TZ010410,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX SORIANA CALZ VIGA LI-3A-2,1350,10,HZ2TCALR6TZ015267,1,$21810.47,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX VIA MIXHUCA L4,1315,10,HZ2TCALR6TZ015303,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CDMX VISTA NORTE LPB2-24,1457,10,HZ2TCALR1TZ012499,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CHALCO CENTRO MORELOS,1718,10,HZ2TCALR9TZ008880,1,$21873.50,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CHALCO SORIANA LA CONCHITA L08,1596,10,HZ2TCALR6TZ009002,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CHIAUTEMPAN IGNACIO PICAZO,1469,10,3SABD1GD1T1000646,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CHIAUTEMPAN PICAZO,1206,10,HZ2TCALR5TZ008908,1,$21918.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CHICOLOAPAN SORIANA SAN VICENTE,1597,10,HZ2TCALR7TZ008988,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CIUDAD CARDEL CENTRO,1906,10,3SABD1GD7T1000795,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY COACALCO COSMOPOL LE125,1407,10,HZ2TCALR0TZ012526,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY COACALCO COSMOPOL LE125,1407,10,HZ2TCALR9TZ012508,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY COLON HEROES DE LA REV L10,1333,10,HZ2TCALR8TZ005601,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CUAU SORIANA TEPALCAPA L1,1533,10,HZ2TCALR6TZ012594,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CUAUTITLAN SORIANA LF-5,1291,10,HZ2TCALR9TZ007809,1,$21699.00,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CUAUTLA CAPITAN M ANZUREZ 93B,1710,10,HZ2TCALR0TZ015345,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY CUERNA CHEDRAUI FLORES MAGON L7,1528,10,HZ2TCALR6TZ015348,1,$21699.77,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY ECATEPEC LAS AMERICAS L25D,1304,10,HZ2TCALR5TZ015308,1,$21926.70,0,$0,0,0
BODESA,"MOTO BDS CASTORO 180CC, AMARILLO",SCOOTER,CEDIS CDMX,MACROPAY ECATEPEC LAS AMERICAS L25D,1304,10,HZ2TCALRXTZ015353,1,$21926.70,0,$0,0,0
