Proveedor,Texto breve material,Material,CEDIS MOTOS,Centro,SUCURSAL,Año,Mes,Día,Suma de Cantidad
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1079,MACROPAY CUN ARCO NORTE,2026,mayo,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1081,MACROPAY TIXKOKOB CALLE 24,2026,abril,29,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1081,MACROPAY TIXKOKOB CALLE 24,2026,julio,2,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1087,MACROPAY HUNUCMA CALLE 27,2026,enero,27,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1087,MACROPAY HUNUCMA CALLE 27,2026,abril,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1087,MACROPAY HUNUCMA CALLE 27,2026,mayo,29,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1088,MACROPAY TECOH CALLE 28,2026,abril,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1088,MACROPAY TECOH CALLE 28,2026,mayo,24,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1088,MACROPAY TECOH CALLE 28,2026,junio,19,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1092,MACROPAY KANTUNILKIN LAZARO,2026,enero,24,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1092,MACROPAY KANTUNILKIN LAZARO,2026,marzo,17,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1092,MACROPAY KANTUNILKIN LAZARO,2026,mayo,11,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1093,MACROPAY PETO CALLE 31,2026,enero,24,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1093,MACROPAY PETO CALLE 31,2026,febrero,8,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1093,MACROPAY PETO CALLE 31,2026,marzo,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1093,MACROPAY PETO CALLE 31,2026,mayo,12,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1098,MACROPAY ESCARCEGA H. MARTINEZ,2026,enero,2,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1098,MACROPAY ESCARCEGA H. MARTINEZ,2026,marzo,13,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,enero,6,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,enero,16,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,febrero,11,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,marzo,14,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,marzo,20,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,marzo,29,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,mayo,17,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,junio,15,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,junio,27,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,julio,4,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,julio,12,2
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,julio,15,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,agosto,2,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1101,MACROPAY TULUM ORION,2026,febrero,27,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1102,MACROPAY CHT AMERICAS L67,2026,marzo,25,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1102,MACROPAY CHT AMERICAS L67,2026,abril,18,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1102,MACROPAY CHT AMERICAS L67,2026,abril,19,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1102,MACROPAY CHT AMERICAS L67,2026,mayo,4,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1102,MACROPAY CHT AMERICAS L67,2026,junio,7,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1104,MACROPAY PLAYA VILLAS DEL SOL L25,2026,mayo,27,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1111,MACROPAY ESCARCEGA JUSTO SIERRA,2026,julio,24,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1113,MACROPAY CHAMPOTON CALLE 32,2026,abril,23,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1116,MACROPAY MID GRAN SANTA FE L24A,2026,enero,9,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1116,MACROPAY MID GRAN SANTA FE L24A,2026,abril,25,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1116,MACROPAY MID GRAN SANTA FE L24A,2026,junio,8,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1122,MACROPAY CHT HEROES 2,2026,junio,7,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1123,MACROPAY CARRILLO PTO CALLE 7,2026,marzo,12,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1123,MACROPAY CARRILLO PTO CALLE 7,2026,junio,21,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1123,MACROPAY CARRILLO PTO CALLE 7,2026,julio,9,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1220,MACROPAY CAMPECHE CALLE 16,2026,enero,30,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1220,MACROPAY CAMPECHE CALLE 16,2026,abril,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1220,MACROPAY CAMPECHE CALLE 16,2026,mayo,7,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1220,MACROPAY CAMPECHE CALLE 16,2026,junio,4,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1220,MACROPAY CAMPECHE CALLE 16,2026,julio,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1235,MACROPAY CUN PLAZA 2000 LPB03,2026,enero,27,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1235,MACROPAY CUN PLAZA 2000 LPB03,2026,abril,5,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1235,MACROPAY CUN PLAZA 2000 LPB03,2026,mayo,16,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1235,MACROPAY CUN PLAZA 2000 LPB03,2026,mayo,27,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1391,MACROPAY TEKIT CALLE 26,2026,julio,11,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1423,MACROPAY CUN SORIANA NICHUPTE L18,2026,julio,28,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1427,MACROPAY LEONA VICARIO CTRA FEDERAL,2026,marzo,13,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1427,MACROPAY LEONA VICARIO CTRA FEDERAL,2026,marzo,25,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1427,MACROPAY LEONA VICARIO CTRA FEDERAL,2026,abril,29,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1617,MACROPAY TIZIMIN CALLE 50,2026,junio,5,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1621,MACROPAY CUN CRUCERO,2026,mayo,12,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1695,MACROPAY JOSÉ MARIA MORELOS 2,2026,marzo,28,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1695,MACROPAY JOSÉ MARIA MORELOS 2,2026,abril,21,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1695,MACROPAY JOSÉ MARIA MORELOS 2,2026,mayo,15,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1695,MACROPAY JOSÉ MARIA MORELOS 2,2026,junio,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1732,MACROPAY CUN AMERICAS L 48,2026,junio,2,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1732,MACROPAY CUN AMERICAS L 48,2026,julio,6,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,enero,31,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,febrero,4,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,mayo,7,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,enero,4,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,enero,22,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,febrero,6,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,mayo,10,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,julio,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,4,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,8,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,11,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,12,2
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,21,-1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,23,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,27,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,28,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,30,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,febrero,4,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,febrero,6,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,febrero,23,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,marzo,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,marzo,15,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,marzo,17,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,marzo,31,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,abril,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,abril,5,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,abril,28,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,mayo,15,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,julio,26,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1754,MACROPAY CAMPECHE CALLE 53 CATEDRAL,2026,marzo,8,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1754,MACROPAY CAMPECHE CALLE 53 CATEDRAL,2026,agosto,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1797,MACROPAY ESCARCEGA J SIERRA MOTOS,2026,marzo,11,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1797,MACROPAY ESCARCEGA J SIERRA MOTOS,2026,abril,12,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1806,MACROPAY CUN MALL ISLA,2026,febrero,26,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1810,MACROPAY PLAYA DEL C. AV JUAREZ,2026,enero,31,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,enero,6,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,enero,15,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,enero,17,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,enero,23,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,enero,26,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,febrero,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,febrero,19,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,marzo,24,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,abril,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,abril,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,abril,18,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,julio,16,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,julio,19,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,enero,20,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,marzo,29,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,abril,7,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,mayo,2,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,14,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,julio,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,enero,5,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,enero,17,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,enero,24,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,febrero,9,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,febrero,26,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,marzo,7,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,marzo,16,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,abril,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,mayo,23,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,julio,11,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,julio,13,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,julio,28,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,enero,15,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,enero,16,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,enero,31,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,febrero,22,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,marzo,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,marzo,9,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,abril,9,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,mayo,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,junio,10,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1908,BACALAR AVENIDA 7,2026,junio,20,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,enero,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,enero,16,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,enero,23,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,marzo,3,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,marzo,12,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,marzo,21,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,abril,8,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,abril,30,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,mayo,25,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,julio,2,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1916,MACROPAY TULUM CHEDRAUI L01 PLUS,2026,enero,24,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1916,MACROPAY TULUM CHEDRAUI L01 PLUS,2026,marzo,28,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1928,MACROPAY UMAN CENTRO,2026,marzo,1,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1928,MACROPAY UMAN CENTRO,2026,marzo,7,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1928,MACROPAY UMAN CENTRO,2026,mayo,2,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1928,MACROPAY UMAN CENTRO,2026,julio,18,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,2026,enero,22,1
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",108638001,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,2026,abril,6,2
