Proveedor,Texto breve material,Material,CEDIS MOTOS,Centro,SUCURSAL,Año,Mes,Día,Suma de Cantidad
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS CDMX,1139,MACROPAY CORDOBA AV 6,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS CDMX,1400,MACROPAY TLALNEPANTLA ENCUENTRO L29,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,2026,junio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS CDMX,1869,MACROPAY JIUTEPEC CUAUHNAHUAC,2026,julio,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,2026,julio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS MID,1015,MACROPAY MID EULOGIO,2026,julio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS MID,1036,MACROPAY CHT HEROES 109,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,junio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS MID,1454,MACROPAY KANASIN CALLE 21,2026,julio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS MID,3007,MACROPAY PLAYA DEL C. AMERICAS L7,2026,julio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS SALTILLO,1585,MACROPAY CADEREYTA SORIANA LD5,2026,julio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS SAN LUIS,1753,MACROPAY TAMPICO CENTRO ADUANA,2026,julio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS SAN LUIS,1857,MACROPAY AGUASCALIENTES V ASUNCION,2026,julio,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1114,MACROPAY PARAISO OCAMPO,2026,junio,5,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1134,MACROPAY TUXTEPEC 20 DE NOV,2026,julio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1144,MACROPAY JUCHITAN VALENTIN C,2026,agosto,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1177,MACROPAY TUX CALLE SEGUNDA,2026,junio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1188,MACROPAY EMILIANO ZAPATA CORREGIDORA,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,2026,julio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1218,MACROPAY COMALCALCO REFORMA,2026,junio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1218,MACROPAY COMALCALCO REFORMA,2026,junio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1429,MACROPAY COATZACOALCOS JUAREZ,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1613,MACROPAY TUXTLA TERAN 2 ORIENTE,2026,junio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, CITRUS",109997003,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,2026,mayo,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1204,MACROPAY ORIZABA MADERO,2026,julio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1239,MACROPAY ACTOPAN ESCOBEDO,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1264,MACROPAY IZUCAR DE MATAMOROS GUERRERO,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,2026,junio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1308,MACROPAY ZINACANTEPEC PLAZA MÍA L15,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1458,MACROPAY NEZA CHEDRAUI ESTADIO,2026,junio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,2026,mayo,29,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1755,MACROPAY TLALNEPANTLA MULTI ARBOLEDAS,2026,julio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1787,MACROPAY MEXICALTZINGO NARCISO MENDOZA,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1847,MACROPAY ATLIXCO MOTOS 3 SUR,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,2026,mayo,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS CDMX,1895,PUEBLA 18 PONIENTE,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS GDL,1763,MACROPAY MANZANILLO CENTRO AV MEXICO,2026,julio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1016,MACROPAY MID MICHOACANA,2026,mayo,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1029,MACROPAY CHT MULTIPLAZA CHEDRAUI,2026,julio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1037,MACROPAY CUN TALLERES,2026,junio,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1065,MACROPAY CUN MALL 1,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1069,MACROPAY MID EMILIO SEIJO,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1111,MACROPAY ESCARCEGA JUSTO SIERRA,2026,julio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1220,MACROPAY CAMPECHE CALLE 16,2026,julio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1454,MACROPAY KANASIN CALLE 21,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1797,MACROPAY ESCARCEGA J SIERRA MOTOS,2026,julio,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,2026,julio,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS SALTILLO,1898,MACROPAY MATAMOROS CHED DEL NIÑO,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS SAN LUIS,1416,MACROPAY IRAPUATO CIBELES L100,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS SAN LUIS,1788,MACROPAY SLP CENTRO PIPILA,2026,julio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS TAB PXGL,1134,MACROPAY TUXTEPEC 20 DE NOV,2026,julio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,2026,junio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,2026,junio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS TAB PXGL,1613,MACROPAY TUXTLA TERAN 2 ORIENTE,2026,junio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,2026,junio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS TAB PXGL,1827,MACROPAY MINATITLAN MIGUEL HID MOTOS,2026,julio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,2026,julio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,2026,julio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, PURPURA",109997002,SIN VENTA MOTOS,1271,MACROPAY TUXTEPEC MULTIPLAZA L54,2026,julio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,2026,junio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1204,MACROPAY ORIZABA MADERO,2026,julio,24,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1275,MACROPAY ATLIXCO MORALEDA,2026,junio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1275,MACROPAY ATLIXCO MORALEDA,2026,julio,15,0
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1292,MACROPAY TLAXIACA NIÑOS HEROES,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1295,MACROPAY TLALNE MULTI VALLE DORADO L25A,2026,julio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,2026,junio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1303,MACROPAY CUAU CENTRO SAN MIGUEL L15,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1362,MACROPAY COACALCO POWER CENTER,2026,agosto,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1406,MACROPAY NEZAHUALCOYOTL SORIANA L15,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1528,MACROPAY CUERNA CHEDRAUI FLORES MAGON L7,2026,julio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1533,MACROPAY CUAU SORIANA TEPALCAPA L1,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1591,MACROPAY EDO MEX TREN SUB TULTITLAN L48,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1697,MACROPAY XOCHIMILCO,2026,julio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1769,MACROPAY HUAMANTLA MORELOS PTE,2026,julio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1774,MACROPAY TEXMELUCAN CENTRO 2,2026,junio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1779,MACROPAY HUAJUAPAN CENTRO,2026,mayo,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1783,MACROPAY LOS REYES CENTRO TEPOZAN LC24,2026,junio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1830,MACROPAY TECAMAC MACROPLAZA LF14,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1866,MACROPAY ATIZAPAN VILLAS HACIENDA,2026,julio,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1896,PORTAL LOMAS ESTRELLA CDMX,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS CDMX,1929,TECPAN DE GALEANA CENTRO,2026,mayo,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS GDL,1536,MACROPAY GDL FIESTA ARBOLEDAS L1,2026,julio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,2026,julio,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,2026,julio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1017,MACROPAY MID ORIENTE,2026,julio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1019,MACROPAY MID CALLE NUEVA,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1065,MACROPAY CUN MALL 1,2026,junio,3,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1069,MACROPAY MID EMILIO SEIJO,2026,agosto,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1074,MACROPAY MID MONTEPIO,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,junio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,junio,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,julio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,julio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1754,MACROPAY CAMPECHE CALLE 53 CATEDRAL,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,julio,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,2026,julio,5,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS SAN LUIS,1828,MACROPAY AGUASCALIENTES PLAZA PATRIA,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS SAN LUIS,1837,MACROPAY SOLEDAD DE GRACIANO CENTRO,2026,julio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1096,MACROPAY MACUSPANA MIGUEL H 317,2026,julio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1099,MACROPAY COMALCALCO SANCHEZ,2026,julio,17,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1188,MACROPAY EMILIANO ZAPATA CORREGIDORA,2026,julio,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,2026,junio,3,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,2026,junio,29,2
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,2026,julio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1860,MACROPAY JUAN RODRIGUEZ VER CENTRO,2026,junio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1860,MACROPAY JUAN RODRIGUEZ VER CENTRO,2026,julio,24,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,2026,julio,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,CEDIS TAB PXGL,1901,MACROPAY MACUSPANA MOTOS,2026,julio,3,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,SIN VENTA MOTOS,1222,MACROPAY COATZA SORIANA L9,2026,julio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC CARB, ROJO",109997001,SIN VENTA MOTOS,1225,MACROPAY VER SORIANA L 1-2,2026,junio,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, CITRUS",109990004,CEDIS CDMX,1777,MACROPAY ZAACHILA CENTRO,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, CITRUS",109990004,CEDIS MID,1037,MACROPAY CUN TALLERES,2026,junio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, CITRUS",109990004,CEDIS MID,1074,MACROPAY MID MONTEPIO,2026,julio,17,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, CITRUS",109990004,CEDIS MID,1079,MACROPAY CUN ARCO NORTE,2026,junio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, CITRUS",109990004,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, CITRUS",109990004,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,junio,5,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, CITRUS",109990004,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,2026,junio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, CITRUS",109990004,CEDIS TAB PXGL,1901,MACROPAY MACUSPANA MOTOS,2026,junio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, CITRUS",109990004,SIN VENTA MOTOS,1227,MACROPAY EL TEJAR CARRETERA,2026,junio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS CDMX,1240,MACROPAY TIZAYUCA BULEVAR,2026,junio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS CDMX,1866,MACROPAY ATIZAPAN VILLAS HACIENDA,2026,julio,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS MID,1019,MACROPAY MID CALLE NUEVA,2026,julio,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS MID,1045,MACROPAY TICUL CALLE 26,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,julio,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,julio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS MID,1754,MACROPAY CAMPECHE CALLE 53 CATEDRAL,2026,julio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS MID,1806,MACROPAY CUN MALL ISLA,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,julio,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,julio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 125CC, PURPURA",109990003,CEDIS MID,2010,MACROPAY CUN MULTI LAKIN A42,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS CDMX,1239,MACROPAY ACTOPAN ESCOBEDO,2026,julio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS CDMX,1292,MACROPAY TLAXIACA NIÑOS HEROES,2026,julio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS CDMX,1407,MACROPAY COACALCO COSMOPOL LE125,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS CDMX,1564,MACROPAY CDMX CHEDRAUI TENAYUCA L6-7,2026,junio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS CDMX,1790,MACROPAY NAUCALPAN ING MILITARES,2026,julio,3,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1014,MACROPAY MID MACROPLAZA SUPER,2026,julio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1017,MACROPAY MID ORIENTE,2026,julio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1047,MACROPAY TEKAX PALACIO,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1063,MACROPAY CUN PLAZA HEROES,2026,junio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,julio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1102,MACROPAY CHT AMERICAS L67,2026,julio,11,1
