Proveedor,Texto breve material,CEDIS MOTOS,SUCURSAL,Centro,Almacén,IMEI/SERIE,Suma de Libre utilización,Suma de Valor libre util.,Suma de Bloqueado,Suma de Valor stock bloq.,Suma de Inspecc.de calidad,Suma de Valor en insp.cal.
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY ECATEPEC PLAZA L B8,1744,10,3EECANBJ4T1044519,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY EZEQUIEL MONTES CENTRO,1903,10,3EECANBJ8V1022803,1,$21199.58,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY HUAMANTLA MORELOS PTE,1769,10,3EECANBJ4V1022801,1,$21005.86,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY HUAMANTLA MORELOS PTE,1769,10,3EECANBJ5V1022676,1,$21005.86,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY HUAMANTLA MORELOS PTE,1769,10,3EECANBJXV1022785,1,$21005.86,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY IXMIQUILPAN PLAZA LNL29,1257,10,3EECANBJ9T1043009,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY LOS REYES CENTRO TEPOZAN LC24,1783,10,3EECANBJ3V1022773,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY OAX ALDAMA,1153,10,3EECANBJ9T1044516,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY PUE PLAZA PARQUE L51,1647,10,3EECANBJ8T1044426,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY QRO WALMART ESFERA,1447,10,3EECANBJ1T1044459,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY TECAMAC MACROPLAZA LF14,1830,10,3EECANBJ1T1044462,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY TECAMAC MACROPLAZA LF14,1830,10,3EECANBJXV1022737,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY TIZAYUCA HIMNO NACIONAL,1426,10,3EECANBJ4V1022748,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY TOLUCA HIDALGO MOTOS,1747,10,3EECANBJ9T1042989,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,MACROPAY VER CENTRO INDEPENDENCIA,1897,10,3EECANBJ4T1042950,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CDMX,PUEBLA 18 PONIENTE,1895,10,3EECANBJ3T1042941,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CULIACAN,MACROPAY CANATLAN CENTRO,1871,10,3EECANBJ5T1042021,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CULIACAN,MACROPAY CULIACAN EXPLANADA L33A,1848,10,3EECANBJ9T1043012,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CULIACAN,MACROPAY HERMOSILLO CENTRO NORIEGA,1911,10,3EECANBJ7T1043011,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS CULIACAN,MACROPAY LA PAZ 16 DE SEPTIEMBRE,1730,10,3EECANBJ9T1042197,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS GDL,LOMAS DE POLANCO GUADALAJARA,1884,10,3EECANBJ6T1042187,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS GDL,MACROPAY GDL EL FRESNO,1905,10,3EECANBJXT1042208,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS GDL,MACROPAY MANZANILLO CENTRO AV MEXICO,1763,10,3EECANBJ2T1044471,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS GDL,MACROPAY TEPIC CENTRO,1867,10,3EECANBJ5T1042035,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS GDL,MACROPAY ZAPOPAN AV HIDALGO,1508,10,3EECANBJXT1042077,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS GDL,MORELIA AV LAZARO CARDENAS,1937,10,3EECANBJ0T1044517,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3EECANBJ0V1022732,1,$21882.97,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3EECANBJ3V1022756,1,$21882.97,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3EECANBJ5V1022757,1,$21882.97,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3EECANBJ6V1022637,1,$21882.97,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3EECANBJ6V1022735,1,$21882.97,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3EECANBJ7V1022789,1,$21882.97,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3EECANBJ9V1022826,1,$21882.97,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3EECANBJXV1022768,1,$21882.97,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,MACROPAY CHT MOTOS OTHON,1738,10,3EECANBJ8V1022784,1,$20980.78,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,MACROPAY CUN PLAZA HEROES MOTOS,1752,10,3EECANBJ8T1042952,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,MACROPAY IZAMAL MOTOS,1907,10,3EECANBJ8T1042935,1,$20980.78,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,MACROPAY MID MOTOS CALLE 56,1100,10,3EECANBJ7T1042117,1,$20944.89,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,MACROPAY TICUL CALLE 23,1046,10,3EECANBJ9T1042958,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS MID,MACROPAY TULUM ARRICE MOTOS,1844,10,3EECANBJ0T1043030,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SALTILLO,CIUDAD VICTORIA CENTRO,1944,10,3EECANBJ9T1042216,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SALTILLO,DELICIAS CHIHUAHUA CENTRO,1946,10,3EECANBJ0T1044467,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SALTILLO,DELICIAS CHIHUAHUA CENTRO,1946,10,3EECANBJ1T1044445,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SALTILLO,MACROPAY MTY CENTRO CUAUHTEMOC L131,1560,10,3EECANBJXT1044475,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SALTILLO,MACROPAY MTY CENTRO SANTIAGO TAPIA,1874,10,3EECANBJXT1026641,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SALTILLO,MACROPAY TORREON CENTRO,1772,10,3EECANBJ0T1042220,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SALTILLO,PATIO ZARAGOZA CD JUAREZ,1931,10,3EECANBJ4T1042155,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SAN LUIS,MACROPAY FRESNILLO CENTRO,1886,10,3EECANBJ4T1042933,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SAN LUIS,MACROPAY FRESNILLO CENTRO,1886,10,3EECANBJ5T1043010,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SAN LUIS,MACROPAY IRAPUATO FRAGARIA LB05,1530,10,3EECANBJ7T1043008,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SAN LUIS,MACROPAY SAN LUIS DE LA PAZ CENTRO,1855,10,3EECANBJXT1043004,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS SAN LUIS,MACROPAY SLP CENTRO PIPILA,1788,10,3EECANBJ7T1042988,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY ACAYUCAN CENTRO,1789,10,3EECANBJ3V1022675,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY ANGEL R LIBERTAD,1209,10,3EECANBJ3T1044494,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY BERRIOZABAL CENTRAL NORTE L2,1335,10,3EECANBJ1T1042145,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY CARDENAS CENTRAL,1743,10,3EECANBJ3T1044415,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,1811,10,3EECANBJ1V1022805,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,1811,10,3EECANBJ8T1043034,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY HUIMANGUILLO BENITO JUAREZ,1699,10,3EECANBJ7T1044482,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY JUAN RODRIGUEZ VER CENTRO,1860,10,3EECANBJ5T1044514,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY JUAN RODRIGUEZ VER CENTRO,1860,10,3EECANBJ9T1042068,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY MACUSPANA MIGUEL H 332,1094,10,3EECANBJ7T1039816,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,3EECANBJ0T1044419,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY PALENQUE L131,1121,10,3EECANBJ5T1043041,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY PARAISO CENTRO,1819,10,3EECANBJ2T1043031,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY PARAISO CENTRO,1819,10,3EECANBJ2V1022621,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY PARAISO OCAMPO,1114,10,3EECANBJ7T1044448,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY TUX 5 SUR ORIENTE,1939,10,3EECANBJXT1042967,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY TUX MOTOS NOVENA SUR,1875,10,3EECANBJ5T1043007,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY TUXTEPEC 20 DE NOV,1134,10,3EECANBJ7T1044501,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY TUXTEPEC 20 DE NOV,1134,10,3EECANBJ9T1042202,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY VER SAN ANDRES MOTOS,1798,10,3EECANBJ9T1044466,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO MUTANT 250CC, ROJO",CEDIS TAB PXGL,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,1760,10,3EECANBJ8T1044460,1,$20909.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",,,7998,10,3EEBBKBF2S9910001,1,$1.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",CEDIS CDMX,MACROPAY CIUDAD CARDEL CENTRO,1906,10,3EEBBKBF1T1036476,1,$17590.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",CEDIS CDMX,MACROPAY XALAPA JUAN DE LA LUZ,1191,10,3EEBBKBF6T1029989,1,$17590.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",CEDIS CDMX,TECPAN DE GALEANA CENTRO,1929,10,3EEBBKBFXT1036590,1,$17590.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",CEDIS CULIACAN,MACROPAY MAZATLAN PLAZA ACAYA L7E,1826,10,3EEBBKBF1T1029964,1,$17590.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",CEDIS MID,MACROPAY CARRILLO PTO CALLE 7,1123,10,3EEBBKBF5T1036495,1,$17590.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",CEDIS MID,MACROPAY KANTUNILKIN LAZARO,1092,10,3EEBBKBF1T1036526,1,$17590.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",CEDIS SALTILLO,MACROPAY TORREON CENTRO,1772,10,3EEBBKBF8T1023403,1,$17590.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",CEDIS TAB PXGL,MACROPAY PALENQUE 2ND PONIENTE,1170,10,3EEBBKBF2T1029973,1,$17590.00,0,$0,0,0
MOTO ROAD,"MOTO ISLO RABBIT 150CC, BLANCO",CEDIS TAB PXGL,MACROPAY PIJIJIAPAN SEGUNDA NTE,1182,10,3EEBBKBF3T1036544,1,$17590.00,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,CE. LOG. PXGL,21,140,3VMA2FA06V2455022,1,$17470.82,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY ACAPULCO MULTIPLAZA PALMAS L20,1751,10,3VMA2FA08V2454986,1,$18454.92,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY ACAPULCO PATIO L08C,1926,10,3VMA2FA09V2454950,1,$18455.74,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY CDMX CHEDRAUI ANFORA L20,1473,10,3VMA2FA01T2437234,1,$18061.29,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY CDMX PARQUE TEPEYAC L204,1780,10,3VMA2FA09V2454916,1,$18454.92,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY CDMX VIA MIXHUCA L4,1315,10,3VMA2FA05V2454928,1,$18454.92,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY CHIAUTEMPAN IGNACIO PICAZO,1469,10,3VMA2FA01T2427335,1,$18762.61,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY CIUDAD CARDEL CENTRO,1906,10,3VMA2FA04T2393911,1,$18436.00,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY CUERNA CHEDRAUI FLORES MAGON L7,1528,10,3VMA2FA0XV2454990,1,$18454.91,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY HUAJUAPAN CENTRO,1779,10,3VMA2FA01V2454988,1,$18454.92,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY JOJUTLA CENTRO,1854,10,3VMA2FA00V2454917,1,$18454.91,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY JOJUTLA CENTRO,1854,10,3VMA2FA07V2454946,1,$18454.91,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY LOS REYES CENTRO TEPOZAN LC24,1783,10,3VMA2FA04V2454905,1,$18454.91,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY LOS REYES CENTRO TEPOZAN LC24,1783,10,3VMA2FA08V2454924,1,$18454.91,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY MEXICALTZINGO NARCISO MENDOZA,1787,10,3VMA2FA01T2437248,1,$18061.29,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY NAUCALPAN ING MILITARES,1790,10,3VMA2FA04V2447758,1,$18412.35,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY PEROTE HUMBOLDT,1190,10,3VMA2FA00V2455016,1,$18454.92,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY PEROTE HUMBOLDT,1190,10,3VMA2FA01V2454974,1,$18454.92,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY TECAMACHALCO 9 ORIENTE,1203,10,3VMA2FA06V2454887,1,$18455.73,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY TLACOLULA AV JUAREZ,1269,10,3VMA2FA02V2454966,1,$18454.91,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY TLALNEPANTLA ENCUENTRO L29,1400,10,3VMA2FA01T2393929,1,$18887.27,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY TLALNEPANTLA MULTI ARBOLEDAS,1755,10,3VMA2FA0XT2437233,1,$18109.40,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY XALAPA SORIANA L 19,1226,10,3VMA2FA07V2454929,1,$18454.91,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CDMX,MACROPAY ZUMPANGO AV INSURGENTES,1813,10,3VMA2FA06V2454873,1,$18455.74,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CULIACAN,CEDIS CULIACAN,28,140,3VMA2FA05T2428231,1,$18074.46,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CULIACAN,CEDIS CULIACAN,28,140,3VMA2FA07T2428229,1,$18074.46,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CULIACAN,CEDIS CULIACAN,28,140,3VMA2FA08T2428207,1,$18074.46,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CULIACAN,MACROPAY CANATLAN CENTRO,1871,10,3VMA2FA00T2381433,1,$18887.27,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CULIACAN,MACROPAY DURANGO CENTRO B JUAREZ,1864,10,3VMA2FA08T2428143,1,$18074.46,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CULIACAN,MACROPAY LOS MOCHIS CENTRO,1852,10,3VMA2FA01T2381537,1,$18480.87,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CULIACAN,MACROPAY LOS MOCHIS CENTRO,1852,10,3VMA2FA09T2428135,1,$18480.87,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS CULIACAN,MACROPAY MAZATLAN CENTRO,1863,10,3VMA2FA04T2381452,1,$18074.46,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS GDL,LOMAS DE POLANCO GUADALAJARA,1884,10,3VMA2FA04T2437258,1,$18025.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS GDL,MACROPAY GDL JESUS GONZALEZ ORTEGA,1520,10,3VMA2FA03V2455026,1,$18456.23,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS GDL,MACROPAY LA PIEDAD CENTRO,1804,10,3VMA2FA09T2437286,1,$18025.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS GDL,MORELIA AV LAZARO CARDENAS,1937,10,3VMA2FA08T2427316,1,$18025.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3VMA2FA02V2454854,1,$21904.51,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,CEDIS MERIDA,11,140,3VMA2FA09V2454849,1,$21904.51,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY CHT HEROES 2,1122,10,3VMA2FA02V2454868,1,$21904.51,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY ESCARCEGA H. MARTINEZ,1098,10,3VMA2FA0XT2437328,1,$18025.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY ESCARCEGA J SIERRA MOTOS,1797,10,3VMA2FA04T2437311,1,$18240.72,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY ESCARCEGA J SIERRA MOTOS,1797,10,3VMA2FA07V2447723,1,$18240.72,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY IZAMAL MOTOS,1907,10,3VMA2FA01T2393879,1,$18425.45,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY IZAMAL MOTOS,1907,10,3VMA2FA03T2428244,1,$18425.45,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY MID EULOGIO,1015,10,3VMA2FA09V2454852,1,$21904.51,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY PROGRESO MERCADO,1067,10,3VMA2FA02T2437310,1,$18025.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY TIXKOKOB CALLE 24,1081,10,3VMA2FA07V2447740,1,$18456.23,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY TIZIMIN CALLE 50,1617,10,3VMA2FA03T2437204,1,$18025.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS MID,MACROPAY TULUM CHEDRAUI L01 PLUS,1916,10,3VMA2FA06V2447440,1,$18456.23,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",CEDIS SALTILLO,CIUDAD VICTORIA CENTRO,1944,10,3VMA2FA04V2447694,1,$18456.23,0,$0,0,0
